,,0
CMCSA,ZS,0.6592191198776982
ZS,CMCSA,0.6592191198776982
ISRG,CSX,0.6592477719662476
CSX,ISRG,0.6592477719662476
PDD,ZS,0.659650515950187
ZS,PDD,0.659650515950187
DDOG,BKNG,0.6598429507807249
BKNG,DDOG,0.6598429507807249
MRVL,ORLY,0.660920674025823
ORLY,MRVL,0.660920674025823
CTSH,PAYX,0.6610528826980897
PAYX,CTSH,0.6610528826980897
LULU,DDOG,0.6611880579236938
DDOG,LULU,0.6611880579236938
MCHP,ANSS,0.6614671162896697
ANSS,MCHP,0.6614671162896697
ABNB,BKR,0.6615945566203311
BKR,ABNB,0.6615945566203311
EXC,KDP,0.6616238840265932
KDP,EXC,0.6616238840265932
DXCM,ADI,0.6623711579297388
ADI,DXCM,0.6623711579297388
BKR,META,0.6629328538634776
META,BKR,0.6629328538634776
CSCO,CHTR,0.6629490661630116
CHTR,CSCO,0.6629490661630116
TSLA,ANSS,0.6630305249199127
ANSS,TSLA,0.6630305249199127
MCHP,ON,0.663101999274618
ON,MCHP,0.663101999274618
CTAS,CTSH,0.663828672800074
CTSH,CTAS,0.663828672800074
IDXX,TXN,0.664285811424316
TXN,IDXX,0.664285811424316
MRNA,TXN,0.6645908098022268
TXN,MRNA,0.6645908098022268
SNPS,BKR,0.6652693989078315
BKR,SNPS,0.6652693989078315
AMAT,MELI,0.6661814019729562
MELI,AMAT,0.6661814019729562
ZS,AAPL,0.6669863088414255
AAPL,ZS,0.6669863088414255
CEG,DDOG,0.6670679603319486
DDOG,CEG,0.6670679603319486
CPRT,ABNB,0.6671124109868745
ABNB,CPRT,0.6671124109868745
INTC,TEAM,0.6672476961584072
TEAM,INTC,0.6672476961584072
MU,ODFL,0.6682123946804361
ODFL,MU,0.6682123946804361
CPRT,CTSH,0.6688613306540914
CTSH,CPRT,0.6688613306540914
ROST,FANG,0.6690036169662239
FANG,ROST,0.6690036169662239
ISRG,VRTX,0.669833378078558
VRTX,ISRG,0.669833378078558
DDOG,CMCSA,0.6699639253841358
CMCSA,DDOG,0.6699639253841358
ON,CMCSA,0.6728360841300108
CMCSA,ON,0.6728360841300108
COST,MELI,0.6729188453994971
MELI,COST,0.6729188453994971
VRTX,TSLA,0.6730607023735026
TSLA,VRTX,0.6730607023735026
MELI,GOOGL,0.673736652894452
GOOGL,MELI,0.673736652894452
ON,ANSS,0.6747714514671835
ANSS,ON,0.6747714514671835
AMGN,ROST,0.675464874670409
ROST,AMGN,0.675464874670409
HON,XEL,0.6757271558489647
XEL,HON,0.6757271558489647
ISRG,META,0.6757673582463155
META,ISRG,0.6757673582463155
TXN,ENPH,0.6757780219181369
ENPH,TXN,0.6757780219181369
GOOG,MELI,0.6757946380224247
MELI,GOOG,0.6757946380224247
PYPL,GILD,0.6761819286060469
GILD,PYPL,0.6761819286060469
CTAS,BKR,0.6768609721282091
BKR,CTAS,0.6768609721282091
ANSS,SGEN,0.6768667267410171
SGEN,ANSS,0.6768667267410171
MCHP,TSLA,0.6769381556441972
TSLA,MCHP,0.6769381556441972
NFLX,ODFL,0.6771391278465374
ODFL,NFLX,0.6771391278465374
TSLA,CRWD,0.6773253490347704
CRWD,TSLA,0.6773253490347704
INTU,CSCO,0.6775233410627346
CSCO,INTU,0.6775233410627346
SGEN,LRCX,0.677678692601078
LRCX,SGEN,0.677678692601078
PEP,BIIB,0.6784260717364826
BIIB,PEP,0.6784260717364826
KLAC,CSGP,0.6785267175133297
CSGP,KLAC,0.6785267175133297
LULU,ZS,0.67876201199727
ZS,LULU,0.67876201199727
HON,KHC,0.679638104327657
KHC,HON,0.679638104327657
INTU,FANG,0.6797976509472047
FANG,INTU,0.6797976509472047
ZM,EBAY,0.6799614300304115
EBAY,ZM,0.6799614300304115
ADBE,CSCO,0.6801866539378941
CSCO,ADBE,0.6801866539378941
FTNT,ON,0.680609203851249
ON,FTNT,0.680609203851249
ANSS,ALGN,0.6807809389538271
ALGN,ANSS,0.6807809389538271
TXN,ZM,0.6808777826492506
ZM,TXN,0.6808777826492506
ODFL,CRWD,0.6812482924597968
CRWD,ODFL,0.6812482924597968
ASML,MCHP,0.6812791892957524
MCHP,ASML,0.6812791892957524
ABNB,AVGO,0.6813205860557189
AVGO,ABNB,0.6813205860557189
NFLX,BKR,0.6813990408170897
BKR,NFLX,0.6813990408170897
ISRG,AVGO,0.68174251287236
AVGO,ISRG,0.68174251287236
BKR,TSLA,0.6820181641362547
TSLA,BKR,0.6820181641362547
AMGN,PDD,0.6823372055391154
PDD,AMGN,0.6823372055391154
EXC,GILD,0.6826091436075049
GILD,EXC,0.6826091436075049
CPRT,ODFL,0.6826697203651352
ODFL,CPRT,0.6826697203651352
SGEN,AMAT,0.6828176281724828
AMAT,SGEN,0.6828176281724828
INTU,ABNB,0.6829083592526308
ABNB,INTU,0.6829083592526308
GOOG,NXPI,0.6829313062752722
NXPI,GOOG,0.6829313062752722
TEAM,CPRT,0.682986916550153
CPRT,TEAM,0.682986916550153
CTSH,INTC,0.6832451344929845
INTC,CTSH,0.6832451344929845
SGEN,MU,0.6832526096966359
MU,SGEN,0.6832526096966359
MELI,PANW,0.6833504290670899
PANW,MELI,0.6833504290670899
BKNG,MRVL,0.6834472919723539
MRVL,BKNG,0.6834472919723539
CHTR,ADP,0.6835901169764929
ADP,CHTR,0.6835901169764929
TTD,CRWD,0.6837825642712115
CRWD,TTD,0.6837825642712115
ORLY,MNST,0.6838598141533289
MNST,ORLY,0.6838598141533289
CSCO,GOOG,0.6840463272959119
GOOG,CSCO,0.6840463272959119
GOOG,BKR,0.6841539045222909
BKR,GOOG,0.6841539045222909
NXPI,PAYX,0.6841564360823492
PAYX,NXPI,0.6841564360823492
BKR,GOOGL,0.6842331650847358
GOOGL,BKR,0.6842331650847358
SNPS,NXPI,0.6842798813673469
NXPI,SNPS,0.6842798813673469
ISRG,AMZN,0.6845397137890524
AMZN,ISRG,0.6845397137890524
ADBE,CHTR,0.6847132711259862
CHTR,ADBE,0.6847132711259862
NFLX,TEAM,0.6847481875958487
TEAM,NFLX,0.6847481875958487
BIIB,WBA,0.6849800573237491
WBA,BIIB,0.6849800573237491
WDAY,SGEN,0.6857702753274859
SGEN,WDAY,0.6857702753274859
TEAM,CRWD,0.6862279275535069
CRWD,TEAM,0.6862279275535069
MNST,AAPL,0.6862888572298526
AAPL,MNST,0.6862888572298526
FAST,ABNB,0.6863370553079406
ABNB,FAST,0.6863370553079406
TTD,ANSS,0.6864482125607956
ANSS,TTD,0.6864482125607956
ILMN,WBD,0.6864515809894252
WBD,ILMN,0.6864515809894252
TXN,DXCM,0.6867909500226135
DXCM,TXN,0.6867909500226135
BKNG,CSCO,0.6871878383752297
CSCO,BKNG,0.6871878383752297
GOOGL,CSCO,0.6878153446975905
CSCO,GOOGL,0.6878153446975905
EBAY,PYPL,0.6878936579957525
PYPL,EBAY,0.6878936579957525
GOOGL,NXPI,0.6879927691617204
NXPI,GOOGL,0.6879927691617204
CTAS,MRVL,0.6886555584559448
MRVL,CTAS,0.6886555584559448
LULU,CMCSA,0.6890217041216153
CMCSA,LULU,0.6890217041216153
CEG,PDD,0.6891848673037501
PDD,CEG,0.6891848673037501
MU,TSLA,0.6896443993188386
TSLA,MU,0.6896443993188386
CTAS,TSLA,0.6898188058904161
TSLA,CTAS,0.6898188058904161
AAPL,MELI,0.6899625320197431
MELI,AAPL,0.6899625320197431
SGEN,AVGO,0.6900813489786044
AVGO,SGEN,0.6900813489786044
NVDA,ISRG,0.690464994389061
ISRG,NVDA,0.690464994389061
CPRT,NXPI,0.6904781712170813
NXPI,CPRT,0.6904781712170813
AMD,NXPI,0.6906674927910309
NXPI,AMD,0.6906674927910309
META,CTSH,0.690838635122297
CTSH,META,0.690838635122297
EXC,ENPH,0.6910764843338568
ENPH,EXC,0.6910764843338568
MELI,AMD,0.6911098207267524
AMD,MELI,0.6911098207267524
PYPL,WBD,0.6912917523963681
WBD,PYPL,0.6912917523963681
ISRG,LRCX,0.69129726007184
LRCX,ISRG,0.69129726007184
NXPI,CDNS,0.6913359652709047
CDNS,NXPI,0.6913359652709047
LULU,TTD,0.6921414611578716
TTD,LULU,0.6921414611578716
GILD,KDP,0.6923347429605629
KDP,GILD,0.6923347429605629
TXN,EBAY,0.6925705204544547
EBAY,TXN,0.6925705204544547
ABNB,ANSS,0.6927420315219002
ANSS,ABNB,0.6927420315219002
HON,MRNA,0.6928052398823704
MRNA,HON,0.6928052398823704
ABNB,AMZN,0.6930551562349745
AMZN,ABNB,0.6930551562349745
DDOG,INTC,0.6931089239265251
INTC,DDOG,0.6931089239265251
CSCO,VRSK,0.6932732881003137
VRSK,CSCO,0.6932732881003137
AMD,ZS,0.6944422923610895
ZS,AMD,0.6944422923610895
ORLY,CMCSA,0.6945701099332948
CMCSA,ORLY,0.6945701099332948
CHTR,BKNG,0.6947211084932714
BKNG,CHTR,0.6947211084932714
LRCX,MELI,0.6947334898149391
MELI,LRCX,0.6947334898149391
CEG,FAST,0.6947401709719175
FAST,CEG,0.6947401709719175
AMAT,CSCO,0.6948847217331322
CSCO,AMAT,0.6948847217331322
NXPI,VRSK,0.6952645118497514
VRSK,NXPI,0.6952645118497514
CTSH,SNPS,0.6953521909411631
SNPS,CTSH,0.6953521909411631
CEG,ROST,0.6955999117660705
ROST,CEG,0.6955999117660705
AMD,INTU,0.6957674490559144
INTU,AMD,0.6957674490559144
PANW,CMCSA,0.6958803409535951
CMCSA,PANW,0.6958803409535951
SBUX,DLTR,0.6959467304120002
DLTR,SBUX,0.6959467304120002
ALGN,FTNT,0.6965206754666885
FTNT,ALGN,0.6965206754666885
ASML,IDXX,0.6970512511472631
IDXX,ASML,0.6970512511472631
CMCSA,INTC,0.6973169428635263
INTC,CMCSA,0.6973169428635263
ISRG,EA,0.6977167536468427
EA,ISRG,0.6977167536468427
ODFL,CTAS,0.6979865924003661
CTAS,ODFL,0.6979865924003661
CMCSA,FAST,0.6981314723572587
FAST,CMCSA,0.6981314723572587
SBUX,KHC,0.6984974952281371
KHC,SBUX,0.6984974952281371
MRNA,EXC,0.6995382425536436
EXC,MRNA,0.6995382425536436
MAR,MELI,0.6998086408439411
MELI,MAR,0.6998086408439411
KLAC,TEAM,0.6998257646158456
TEAM,KLAC,0.6998257646158456
MU,MRVL,0.7004670182690778
MRVL,MU,0.7004670182690778
BKNG,ZS,0.7006947356078054
ZS,BKNG,0.7006947356078054
NVDA,CSCO,0.70069476126994
CSCO,NVDA,0.70069476126994
ADSK,TEAM,0.7007825230992806
TEAM,ADSK,0.7007825230992806
MELI,FAST,0.7008882891858589
FAST,MELI,0.7008882891858589
CSCO,TSLA,0.7011545279593681
TSLA,CSCO,0.7011545279593681
SGEN,INTU,0.7012154964299575
INTU,SGEN,0.7012154964299575
CDNS,CMCSA,0.7015124977875661
CMCSA,CDNS,0.7015124977875661
ABNB,CDNS,0.7018108764801392
CDNS,ABNB,0.7018108764801392
CMCSA,MSFT,0.7023972375880912
MSFT,CMCSA,0.7023972375880912
MELI,LULU,0.7025678001391644
LULU,MELI,0.7025678001391644
TEAM,MU,0.7025782785778993
MU,TEAM,0.7025782785778993
MELI,AMZN,0.7026626306348249
AMZN,MELI,0.7026626306348249
NXPI,FAST,0.7028992989155524
FAST,NXPI,0.7028992989155524
AMZN,SGEN,0.7029306158244081
SGEN,AMZN,0.7029306158244081
NFLX,ISRG,0.7033669619123962
ISRG,NFLX,0.7033669619123962
SBUX,AEP,0.7035503340822854
AEP,SBUX,0.7035503340822854
MRVL,CTSH,0.7038384789112977
CTSH,MRVL,0.7038384789112977
TEAM,MRVL,0.7040707247803185
MRVL,TEAM,0.7040707247803185
META,MELI,0.7046424337857325
MELI,META,0.7046424337857325
GFS,ADI,0.7047115111065533
ADI,GFS,0.7047115111065533
ADSK,NXPI,0.7048939956805492
NXPI,ADSK,0.7048939956805492
PCAR,CHTR,0.7056129179998014
CHTR,PCAR,0.7056129179998014
TEAM,CEG,0.7056618174789256
CEG,TEAM,0.7056618174789256
BIIB,DLTR,0.7063607822689224
DLTR,BIIB,0.7063607822689224
ODFL,FANG,0.7065325022453143
FANG,ODFL,0.7065325022453143
ADP,BKR,0.706690360796731
BKR,ADP,0.706690360796731
TXN,WBD,0.7075964002577299
WBD,TXN,0.7075964002577299
WDAY,MELI,0.7078314908704375
MELI,WDAY,0.7078314908704375
BKR,NVDA,0.7081009278958219
NVDA,BKR,0.7081009278958219
AMD,ANSS,0.7082719269052931
ANSS,AMD,0.7082719269052931
CTSH,DDOG,0.7090161662125717
DDOG,CTSH,0.7090161662125717
AMD,MAR,0.7090527048908215
MAR,AMD,0.7090527048908215
NXPI,ZS,0.7091124468028718
ZS,NXPI,0.7091124468028718
KLAC,TTD,0.7092291869681555
TTD,KLAC,0.7092291869681555
WDAY,CSCO,0.710190504112463
CSCO,WDAY,0.710190504112463
VRSK,ISRG,0.7103257140582292
ISRG,VRSK,0.7103257140582292
ABNB,CMCSA,0.7103290150448286
CMCSA,ABNB,0.7103290150448286
LRCX,BKR,0.7109484555317026
BKR,LRCX,0.7109484555317026
PEP,DLTR,0.7114749894398801
DLTR,PEP,0.7114749894398801
SNPS,CMCSA,0.7115316889485347
CMCSA,SNPS,0.7115316889485347
CTAS,TTD,0.7121326745042083
TTD,CTAS,0.7121326745042083
FANG,PDD,0.7126400880219156
PDD,FANG,0.7126400880219156
HON,AEP,0.7129371926720965
AEP,HON,0.7129371926720965
DDOG,INTU,0.7130846717961995
INTU,DDOG,0.7130846717961995
CMCSA,CTAS,0.7133330303217617
CTAS,CMCSA,0.7133330303217617
BKR,VRSK,0.7138415547561686
VRSK,BKR,0.7138415547561686
DDOG,CRWD,0.7139914189349391
CRWD,DDOG,0.7139914189349391
MELI,MSFT,0.7149005007058211
MSFT,MELI,0.7149005007058211
AMAT,BKR,0.7149482108646457
BKR,AMAT,0.7149482108646457
CEG,CTSH,0.7156120634204229
CTSH,CEG,0.7156120634204229
AVGO,CTSH,0.7160341530789631
CTSH,AVGO,0.7160341530789631
MU,TTD,0.71607849072482
TTD,MU,0.71607849072482
MU,CTSH,0.7161964466414074
CTSH,MU,0.7161964466414074
ISRG,AMD,0.7162338311125103
AMD,ISRG,0.7162338311125103
LULU,AMD,0.7163718940793177
AMD,LULU,0.7163718940793177
MCHP,ABNB,0.7165521270258264
ABNB,MCHP,0.7165521270258264
ODFL,INTC,0.7173551637749832
INTC,ODFL,0.7173551637749832
CTSH,ABNB,0.7175631945782712
ABNB,CTSH,0.7175631945782712
SGEN,ORLY,0.7178151919958173
ORLY,SGEN,0.7178151919958173
ABNB,COST,0.7180305600057175
COST,ABNB,0.7180305600057175
ODFL,FAST,0.7183634380317506
FAST,ODFL,0.7183634380317506
NXPI,INTU,0.7188126409140451
INTU,NXPI,0.7188126409140451
INTC,MELI,0.7194716395464067
MELI,INTC,0.7194716395464067
TTD,ISRG,0.7195612864718807
ISRG,TTD,0.7195612864718807
SBUX,XEL,0.7197190526421331
XEL,SBUX,0.7197190526421331
KDP,KHC,0.7199141723364647
KHC,KDP,0.7199141723364647
ADI,ALGN,0.7199454898184519
ALGN,ADI,0.7199454898184519
JD,XEL,0.7203087254418338
XEL,JD,0.7203087254418338
AAPL,CMCSA,0.7205017395087907
CMCSA,AAPL,0.7205017395087907
MSFT,CEG,0.7212216277968001
CEG,MSFT,0.7212216277968001
NVDA,CTSH,0.7215736559896312
CTSH,NVDA,0.7215736559896312
MELI,INTU,0.7221703145712013
INTU,MELI,0.7221703145712013
EXC,KHC,0.7222840953704656
KHC,EXC,0.7222840953704656
VRTX,CEG,0.7224235510269201
CEG,VRTX,0.7224235510269201
MELI,SNPS,0.7224676589106012
SNPS,MELI,0.7224676589106012
HON,JD,0.7226909731874444
JD,HON,0.7226909731874444
CSGP,NFLX,0.7228135560572824
NFLX,CSGP,0.7228135560572824
KLAC,ORLY,0.7229118589838134
ORLY,KLAC,0.7229118589838134
AMD,INTC,0.7232055933102072
INTC,AMD,0.7232055933102072
CTSH,GOOG,0.723294597433989
GOOG,CTSH,0.723294597433989
ABNB,PANW,0.7234874204867204
PANW,ABNB,0.7234874204867204
VRSK,CTSH,0.7238423143539925
CTSH,VRSK,0.7238423143539925
HON,ENPH,0.7238706331243907
ENPH,HON,0.7238706331243907
GOOGL,CTSH,0.7238721198741572
CTSH,GOOGL,0.7238721198741572
MRVL,ABNB,0.7244492086521094
ABNB,MRVL,0.7244492086521094
CEG,CMCSA,0.7247466068863484
CMCSA,CEG,0.7247466068863484
TXN,WBA,0.7250157302805297
WBA,TXN,0.7250157302805297
AMD,PCAR,0.725533211058885
PCAR,AMD,0.725533211058885
TSLA,KLAC,0.7261399759282833
KLAC,TSLA,0.7261399759282833
IDXX,ALGN,0.7262795327447523
ALGN,IDXX,0.7262795327447523
ODFL,TTD,0.7273141293203984
TTD,ODFL,0.7273141293203984
WBA,EXC,0.7279542741879679
EXC,WBA,0.7279542741879679
PANW,NXPI,0.7282585341527024
NXPI,PANW,0.7282585341527024
CSCO,TTD,0.7283016977424008
TTD,CSCO,0.7283016977424008
TEAM,VRSK,0.7283789404659853
VRSK,TEAM,0.7283789404659853
TSLA,CTSH,0.7290618058881252
CTSH,TSLA,0.7290618058881252
KLAC,ODFL,0.729105956349921
ODFL,KLAC,0.729105956349921
ISRG,CPRT,0.7292781893245912
CPRT,ISRG,0.7292781893245912
DLTR,TXN,0.729827614480515
TXN,DLTR,0.729827614480515
BKR,AVGO,0.7301273726010926
AVGO,BKR,0.7301273726010926
ISRG,MRVL,0.7311483652489192
MRVL,ISRG,0.7311483652489192
WDAY,BKR,0.7311929197114064
BKR,WDAY,0.7311929197114064
META,ABNB,0.7312269585604279
ABNB,META,0.7312269585604279
ABNB,LRCX,0.7312653504903667
LRCX,ABNB,0.7312653504903667
ODFL,ZS,0.7320939262682111
ZS,ODFL,0.7320939262682111
ZS,MRVL,0.7323109859235938
MRVL,ZS,0.7323109859235938
CEG,BKNG,0.7323198533239758
BKNG,CEG,0.7323198533239758
INTC,ORLY,0.7324237820172215
ORLY,INTC,0.7324237820172215
NXPI,META,0.7330837722547946
META,NXPI,0.7330837722547946
TEAM,PANW,0.73311849957124
PANW,TEAM,0.73311849957124
KLAC,VRTX,0.7335389908505769
VRTX,KLAC,0.7335389908505769
AMZN,BKR,0.7335574760082483
BKR,AMZN,0.7335574760082483
ISRG,MDLZ,0.733575808066622
MDLZ,ISRG,0.733575808066622
ABNB,NVDA,0.7336801513304151
NVDA,ABNB,0.7336801513304151
CEG,NFLX,0.7337252360230725
NFLX,CEG,0.7337252360230725
WDAY,VRTX,0.73378738860389
VRTX,WDAY,0.73378738860389
FAST,MRVL,0.7340251144345739
MRVL,FAST,0.7340251144345739
TTD,TEAM,0.7340494056109771
TEAM,TTD,0.7340494056109771
NFLX,VRTX,0.734080911163401
VRTX,NFLX,0.734080911163401
WBD,GFS,0.7347878241816641
GFS,WBD,0.7347878241816641
MU,CMCSA,0.7350037381858854
CMCSA,MU,0.7350037381858854
BKR,ZS,0.7350801453337302
ZS,BKR,0.7350801453337302
ODFL,CDNS,0.7351521243118236
CDNS,ODFL,0.7351521243118236
ADSK,CTSH,0.7351931631023726
CTSH,ADSK,0.7351931631023726
INTU,CHTR,0.7354915667572234
CHTR,INTU,0.7354915667572234
CEG,PANW,0.7356160550666456
PANW,CEG,0.7356160550666456
KDP,ENPH,0.7356433688727326
ENPH,KDP,0.7356433688727326
CMCSA,CSCO,0.7357657257638239
CSCO,CMCSA,0.7357657257638239
BKR,KLAC,0.7358591311161569
KLAC,BKR,0.7358591311161569
INTC,AAPL,0.7359750452980393
AAPL,INTC,0.7359750452980393
ODFL,PANW,0.7360388528440682
PANW,ODFL,0.7360388528440682
CEG,LULU,0.736127904951888
LULU,CEG,0.736127904951888
TTD,SGEN,0.736256489074504
SGEN,TTD,0.736256489074504
DLTR,PYPL,0.736519396125596
PYPL,DLTR,0.736519396125596
LULU,AMAT,0.7366616180960956
AMAT,LULU,0.7366616180960956
DDOG,TTD,0.7372080240162384
TTD,DDOG,0.7372080240162384
CEG,CPRT,0.7373466091439191
CPRT,CEG,0.7373466091439191
SGEN,VRSK,0.7375497448971512
VRSK,SGEN,0.7375497448971512
ISRG,DDOG,0.7379812330990989
DDOG,ISRG,0.7379812330990989
WBA,KDP,0.7380183352492019
KDP,WBA,0.7380183352492019
CDNS,MRVL,0.7381397925604185
MRVL,CDNS,0.7381397925604185
EXC,PYPL,0.7388577639833347
PYPL,EXC,0.7388577639833347
CSCO,BKR,0.7397421092292698
BKR,CSCO,0.7397421092292698
CMCSA,TSLA,0.7404534687290402
TSLA,CMCSA,0.7404534687290402
KHC,GILD,0.7407446796900141
GILD,KHC,0.7407446796900141
COST,MRVL,0.7408364138145533
MRVL,COST,0.7408364138145533
CEG,CHTR,0.7416528400648954
CHTR,CEG,0.7416528400648954
LULU,SGEN,0.7416815716519051
SGEN,LULU,0.7416815716519051
AMD,COST,0.7419582636474858
COST,AMD,0.7419582636474858
COST,CHTR,0.74259428479213
CHTR,COST,0.74259428479213
COST,ORLY,0.742674996843206
ORLY,COST,0.742674996843206
CMCSA,MRVL,0.7428637297592944
MRVL,CMCSA,0.7428637297592944
XEL,DLTR,0.7429492415880432
DLTR,XEL,0.7429492415880432
DDOG,ORLY,0.7430281514380022
ORLY,DDOG,0.7430281514380022
NXPI,BKNG,0.7431718260012224
BKNG,NXPI,0.7431718260012224
ISRG,MSFT,0.7431983706475404
MSFT,ISRG,0.7431983706475404
MELI,CPRT,0.7434054538158237
CPRT,MELI,0.7434054538158237
TEAM,CHTR,0.7434164186593085
CHTR,TEAM,0.7434164186593085
ORLY,MU,0.7434685222694127
MU,ORLY,0.7434685222694127
SGEN,MELI,0.7434792675204991
MELI,SGEN,0.7434792675204991
NFLX,CMCSA,0.7442842872378118
CMCSA,NFLX,0.7442842872378118
AVGO,TEAM,0.7444045035290389
TEAM,AVGO,0.7444045035290389
ORLY,INTU,0.7445021057452991
INTU,ORLY,0.7445021057452991
MRVL,ON,0.7446599633110741
ON,MRVL,0.7446599633110741
CRWD,NFLX,0.7447802360899948
NFLX,CRWD,0.7447802360899948
CRWD,MELI,0.7448510488380141
MELI,CRWD,0.7448510488380141
META,TEAM,0.7448586438114986
TEAM,META,0.7448586438114986
ODFL,SNPS,0.7451377707542423
SNPS,ODFL,0.7451377707542423
AMD,VRTX,0.7453715154160856
VRTX,AMD,0.7453715154160856
SGEN,SNPS,0.7454388137257175
SNPS,SGEN,0.7454388137257175
CDNS,TEAM,0.7454634002493228
TEAM,CDNS,0.7454634002493228
PEP,AZN,0.7455920864992531
AZN,PEP,0.7455920864992531
ZS,TSLA,0.7456234119519097
TSLA,ZS,0.7456234119519097
BKNG,NFLX,0.7466603634885512
NFLX,BKNG,0.7466603634885512
BKR,PAYX,0.7467922636969592
PAYX,BKR,0.7467922636969592
KLAC,NXPI,0.7473242914462412
NXPI,KLAC,0.7473242914462412
BKNG,BKR,0.7474681769125172
BKR,BKNG,0.7474681769125172
ODFL,VRSK,0.7475486897644837
VRSK,ODFL,0.7475486897644837
SNPS,MRVL,0.7476555596563915
MRVL,SNPS,0.7476555596563915
ILMN,XEL,0.7478712163516323
XEL,ILMN,0.7478712163516323
ABNB,AMAT,0.7480233755538177
AMAT,ABNB,0.7480233755538177
PYPL,KDP,0.7483362062172045
KDP,PYPL,0.7483362062172045
AMD,BKNG,0.7483912063500274
BKNG,AMD,0.7483912063500274
NFLX,LULU,0.7484677701557687
LULU,NFLX,0.7484677701557687
FANG,CEG,0.7488928874657983
CEG,FANG,0.7488928874657983
WDAY,CEG,0.7489592485198037
CEG,WDAY,0.7489592485198037
FAST,DDOG,0.7489808804148269
DDOG,FAST,0.7489808804148269
DDOG,CDNS,0.7490764498987439
CDNS,DDOG,0.7490764498987439
JD,KDP,0.749126619040756
KDP,JD,0.749126619040756
NXPI,AAPL,0.7496349738394105
AAPL,NXPI,0.7496349738394105
ZS,CTSH,0.7504179779276251
CTSH,ZS,0.7504179779276251
KLAC,LULU,0.750499797152172
LULU,KLAC,0.750499797152172
AAPL,ANSS,0.7506611152800292
ANSS,AAPL,0.7506611152800292
DDOG,GOOG,0.7508181073836211
GOOG,DDOG,0.7508181073836211
ORLY,NFLX,0.7509567614253384
NFLX,ORLY,0.7509567614253384
MCHP,IDXX,0.7512651899545615
IDXX,MCHP,0.7512651899545615
BKR,NXPI,0.7516112712487927
NXPI,BKR,0.7516112712487927
MU,DDOG,0.7516856494914518
DDOG,MU,0.7516856494914518
ORLY,MAR,0.7518879472947897
MAR,ORLY,0.7518879472947897
CRWD,ORLY,0.7520732039704083
ORLY,CRWD,0.7520732039704083
ZS,TEAM,0.7525810884065863
TEAM,ZS,0.7525810884065863
MRVL,MAR,0.7526829599376105
MAR,MRVL,0.7526829599376105
GOOGL,DDOG,0.7529253820765552
DDOG,GOOGL,0.7529253820765552
TSLA,INTU,0.7532659623257312
INTU,TSLA,0.7532659623257312
VRTX,SGEN,0.7534079569477484
SGEN,VRTX,0.7534079569477484
CPRT,CMCSA,0.7534243070416489
CMCSA,CPRT,0.7534243070416489
GOOG,ODFL,0.7539154744560895
ODFL,GOOG,0.7539154744560895
CSGP,MRVL,0.7541285048836722
MRVL,CSGP,0.7541285048836722
GOOGL,ODFL,0.7544776224194487
ODFL,GOOGL,0.7544776224194487
SNPS,TEAM,0.7547117225457479
TEAM,SNPS,0.7547117225457479
NFLX,TTD,0.7551037160544276
TTD,NFLX,0.7551037160544276
AMD,CTAS,0.7551480951831223
CTAS,AMD,0.7551480951831223
KLAC,AAPL,0.7552630227365116
AAPL,KLAC,0.7552630227365116
CEG,CDNS,0.7559032144134494
CDNS,CEG,0.7559032144134494
AMD,SGEN,0.7562842234624303
SGEN,AMD,0.7562842234624303
CEG,MU,0.7566278188159109
MU,CEG,0.7566278188159109
ABNB,AAPL,0.757065172531962
AAPL,ABNB,0.757065172531962
AAPL,INTU,0.7584727960504751
INTU,AAPL,0.7584727960504751
ORLY,AMAT,0.7588542040030383
AMAT,ORLY,0.7588542040030383
NXPI,ADBE,0.7591413076381912
ADBE,NXPI,0.7591413076381912
CMCSA,NXPI,0.7596905705873285
NXPI,CMCSA,0.7596905705873285
ORLY,PCAR,0.7599428314917879
PCAR,ORLY,0.7599428314917879
AMZN,NXPI,0.7600814152671833
NXPI,AMZN,0.7600814152671833
ADBE,ORLY,0.7604110072920232
ORLY,ADBE,0.7604110072920232
INTU,TTD,0.7605314699620186
TTD,INTU,0.7605314699620186
ZS,FAST,0.760571411422846
FAST,ZS,0.760571411422846
ABNB,TEAM,0.7614112770487691
TEAM,ABNB,0.7614112770487691
SGEN,GOOG,0.7617009356174187
GOOG,SGEN,0.7617009356174187
TEAM,CSCO,0.7618177183355958
CSCO,TEAM,0.7618177183355958
ADI,FTNT,0.7618850834311895
FTNT,ADI,0.7618850834311895
CSCO,ODFL,0.7620198486859044
ODFL,CSCO,0.7620198486859044
GFS,TXN,0.7623474009700091
TXN,GFS,0.7623474009700091
AMD,ADBE,0.7624622337195651
ADBE,AMD,0.7624622337195651
PCAR,MRVL,0.762997609611366
MRVL,PCAR,0.762997609611366
GOOGL,SGEN,0.7631019888848644
SGEN,GOOGL,0.7631019888848644
ORLY,TTD,0.7634285550999417
TTD,ORLY,0.7634285550999417
GILD,ENPH,0.7635962231850274
ENPH,GILD,0.7635962231850274
MRVL,GOOG,0.7636656854415621
GOOG,MRVL,0.7636656854415621
ON,ALGN,0.7639388991530134
ALGN,ON,0.7639388991530134
ORLY,WDAY,0.7639843111825456
WDAY,ORLY,0.7639843111825456
MAR,CHTR,0.7639844397652055
CHTR,MAR,0.7639844397652055
CTSH,KLAC,0.7641032110163067
KLAC,CTSH,0.7641032110163067
